rating_avg,pages,author_followers
4.18,336 pages,1026
4.36,248 pages,59
3.68,186 pages,91
3.82,357 pages,2778
3.5,304 pages,1
4.19,64 pages,8397
3.94,426 pages,11.3k
3.73,87 pages,766
3.99,307 pages,14.3k
3.82,262 pages,128
3.81,448 pages,10.4k
4.4,868 pages,23.7k
4.0,180 pages,1
3.79,126 pages,529
4.26,368 pages,74
3.78,160 pages,18
3.61,480 pages,137
3.36,104 pages,0
3.84,342 pages,4141
4.29,400 pages,2401
4.08,111 pages,2275
3.78,429 pages,411
4.01,323 pages,3259
3.75,340 pages,4498
4.31,192 pages,99
2.38,156 pages,1
4.02,352 pages,20.1k
4.16,374 pages,73.1k
3.21,367 pages,1349
3.86,384 pages,1260
3.81,333 pages,2240
3.92,352 pages,1169
4.21,528 pages,198
3.92,352 pages,1169
3.47,240 pages,242
4.0,Paperback,0
3.63,184 pages,283
3.93,422 pages,24.6k
4.19,318 pages,4298
4.49,466 pages,51
3.55,284 pages,5
4.59,352 pages,314k
4.21,352 pages,49
3.96,384 pages,5206
3.31,240 pages,0
4.07,352 pages,14.1k
4.02,32 pages,73
4.48,296 pages,2266
3.52,304 pages,69
3.81,538 pages,752
3.69,1 pages,129
4.26,384 pages,11.7k
3.67,251 pages,52.5k
3.92,368 pages,2402
2.8,176 pages,20
3.68,240 pages,88
4.35,294 pages,8534
4.03,292 pages,438
3.54,294 pages,1142
4.02,245 pages,6953
3.71,288 pages,2785
3.65,221 pages,1501
4.09,465 pages,84k
3.67,80 pages,841k
3.35,224 pages,book37
4.13,656 pages,0
3.9,352 pages,1973
3.92,264 pages,143
3.69,324 pages,2612
3.97,42 pages,1273
4.11,247 pages,144
4.39,413 pages,10.1k
3.42,224 pages,1
3.94,224 pages,1106
4.29,224 pages,5537
3.69,504 pages,83
4.32,414 pages,9969
3.79,245 pages,149
4.29,336 pages,9613
4.2,32 pages,163
3.83,262 pages,768
3.55,259 pages,98
3.65,200 pages,11.1k
4.21,484 pages,8365
3.95,280 pages,4
4.19,320 pages,362
4.34,352 pages,31
4.09,324 pages,69.3k
4.05,499 pages,7500
4.26,422 pages,8534
4.0,277 pages,922
4.04,450 pages,10.9k
3.82,471 pages,335
4.25,187 pages,92
4.25,331 pages,26.6k
4.2,317 pages,3400
4.27,224 pages,79
4.36,487 pages,1205
3.84,140 pages,432
3.84,230 pages,4595
3.71,320 pages,125
3.78,Hardcover,4
4.54,426 pages,4652
3.75,216 pages,148
3.7,192 pages,38
4.12,384 pages,3696
3.7,251 pages,4079
4.05,312 pages,48.3k
3.68,377 pages,104
4.25,544 pages,44
3.9,324 pages,10.8k
4.01,297 pages,6945
4.2,372 pages,984
3.97,206 pages,100
3.76,222 pages,16.3k
3.66,190 pages,143
4.36,368 pages,506
3.94,480 pages,11.4k
3.5,256 pages,340
4.11,496 pages,11.3k
4.15,645 pages,22.1k
3.81,400 pages,4656
4.31,394 pages,235
4.49,276 pages,3393
3.73,199 pages,5070
4.08,462 pages,847
4.07,144 pages,141
3.69,192 pages,926
4.07,48 pages,166
5.0,184 pages,3
3.79,40 pages,433
4.12,352 pages,9962
4.26,194 pages,3000
4.33,366 pages,754
4.18,290 pages,2225
3.84,224 pages,94
4.05,387 pages,32
3.35,272 pages,1783
3.65,405 pages,2706
4.08,400 pages,10.8k
3.6,512 pages,56
4.04,368 pages,6753
4.3,264 pages,13.3k
4.41,264 pages,5
3.81,171 pages,11.3k
4.14,288 pages,2447
3.86,464 pages,260
4.28,232 pages,8095
4.27,372 pages,26.6k
4.09,100 pages,2010
3.62,340 pages,181
3.91,284 pages,3735
3.5,326 pages,228
4.18,301 pages,1634
4.31,472 pages,10.2k
3.35,464 pages,222
4.17,487 pages,7529
3.36,384 pages,122
3.76,468 pages,110k
3.2,384 pages,6
3.68,322 pages,122
3.94,538 pages,10.5k
3.95,324 pages,15
3.97,352 pages,129
3.85,309 pages,652
3.89,200 pages,14.4k
4.03,512 pages,8240
3.87,352 pages,767
3.78,464 pages,197
4.5,350 pages,905
3.5,190 pages,1556
4.26,434 pages,5493
3.7,416 pages,6
4.02,294 pages,book39
4.17,342 pages,10.3k
3.93,432 pages,1327
4.55,32 pages,2625
4.46,336 pages,30.9k
4.28,286 pages,294
4.35,446 pages,389
3.84,123 pages,2607
4.09,372 pages,460
3.67,288 pages,80
3.82,281 pages,1690
3.92,304 pages,1137
3.74,180 pages,3669
4.09,368 pages,1137
3.65,320 pages,216
3.31,272 pages,17
4.22,ebook,14k
3.79,288 pages,2095
3.6,374 pages,2785
3.91,448 pages,25.3k
4.26,390 pages,482
3.8,288 pages,11.2k
4.32,384 pages,54
3.98,260 pages,1627
3.83,557 pages,5410
3.98,353 pages,30.6k
4.32,397 pages,31
4.1,384 pages,4463
3.91,373 pages,14k
4.19,384 pages,book24
3.94,291 pages,754
3.69,384 pages,38k
3.72,94 pages,104
4.2,301 pages,21
3.31,256 pages,14
4.06,200 pages,1428
4.04,496 pages,12k
4.34,337 pages,1516
4.39,192 pages,14
3.8,320 pages,8164
4.17,377 pages,305
3.29,296 pages,11
3.93,261 pages,76
3.86,356 pages,24.6k
3.72,352 pages,1304
4.39,298 pages,6447
4.27,196 pages,120
4.17,333 pages,1721
3.94,82 pages,1990
3.85,560 pages,6853
4.25,108 pages,39
3.64,250 pages,5553
3.43,416 pages,57
4.12,394 pages,345k
4.33,355 pages,1086
3.99,376 pages,6879
3.65,224 pages,9
3.92,208 pages,25
3.39,402 pages,88
4.08,160 pages,1080
4.32,316 pages,2183
3.91,240 pages,86
4.13,462 pages,4045
3.93,306 pages,16k
4.0,352 pages,192
3.89,212 pages,13k
4.27,242 pages,3844
4.01,292 pages,1142
3.74,152 pages,21
3.95,532 pages,810
3.37,368 pages,127
4.43,351 pages,153
3.92,352 pages,772
4.27,558 pages,6434
3.98,640 pages,8722
4.04,516 pages,574
3.5,304 pages,811
4.09,424 pages,23.9k
4.31,320 pages,17.2k
3.99,Kindle Edition,650
3.99,389 pages,1926
3.75,399 pages,118
3.77,352 pages,5925
4.53,224 pages,15
4.29,552 pages,4085
3.87,381 pages,15
3.83,189 pages,1086
3.5,406 pages,9489
2.91,Mass Market Paperback,264
4.19,448 pages,1377
4.11,1000 pages,97
4.09,143 pages,2772
4.09,483 pages,241
3.8,294 pages,14.1k
3.79,136 pages,65
4.2,304 pages,27
3.74,320 pages,623
4.2,200 pages,171
3.83,192 pages,23
3.23,288 pages,44
3.98,518 pages,53.7k
3.95,344 pages,7441
3.71,275 pages,15
4.09,416 pages,20.2k
4.19,272 pages,749
3.34,Kindle Edition,125
3.96,641 pages,1748
4.34,252 pages,1811
3.73,320 pages,514
4.27,ebook,2336
4.11,448 pages,2200
3.66,144 pages,76
3.49,445 pages,10.8k
3.89,369 pages,3045
4.31,328 pages,393
3.57,,1176
3.8,452 pages,5495
4.32,323 pages,703k
3.16,444 pages,1064
4.15,327 pages,5109
4.41,469 pages,book2
4.67,616 pages,314k
3.52,274 pages,1201
3.71,398 pages,694
3.84,295 pages,3648
4.11,2 pages,21.7k
4.0,384 pages,1360
4.05,40 pages,1317
3.79,256 pages,192
3.89,422 pages,1
4.14,345 pages,77.7k
3.65,339 pages,2541
4.91,196 pages,2
3.84,317 pages,443
4.37,320 pages,423k
3.65,396 pages,2410
4.14,208 pages,85.9k
4.17,395 pages,5493
4.05,208 pages,22
3.48,378 pages,885
4.37,104 pages,9771
4.12,440 pages,8664
3.85,336 pages,56
3.29,265 pages,4940
3.99,342 pages,1553
4.08,337 pages,626
3.95,336 pages,5444
4.19,38 pages,3
4.28,340 pages,1086
3.98,256 pages,8451
3.95,,19
4.03,272 pages,328
3.61,309 pages,1073
4.23,328 pages,803
4.55,ebook,201
3.95,301 pages,276
3.59,315 pages,338
4.04,356 pages,5801
3.39,134 pages,271
4.01,32 pages,69
3.82,272 pages,266
3.44,370 pages,2
4.25,62 pages,6
4.16,372 pages,5844
4.53,48 pages,339
3.96,416 pages,50
3.65,146 pages,841k
4.54,413 pages,4774
4.03,527 pages,1844
4.08,263 pages,8147
4.03,313 pages,320
3.73,400 pages,11.8k
4.23,140 pages,6276
3.69,163 pages,6291
3.62,182 pages,6691
4.45,256 pages,1184
4.1,157 pages,515
4.15,464 pages,1275
4.0,232 pages,34
3.43,384 pages,15.1k
4.1,336 pages,20.2k
4.06,92 pages,18.7k
3.94,338 pages,22.9k
3.73,224 pages,10
3.8,268 pages,1194
4.07,322 pages,326
3.95,324 pages,125
4.13,720 pages,118k
4.41,192 pages,3000
4.0,388 pages,10.8k
4.0,176 pages,24.8k
3.87,549 pages,1053
3.67,248 pages,0
3.57,Mass Market Paperback,8
4.27,376 pages,6160
3.55,328 pages,1747
4.08,236 pages,14k
4.14,580 pages,1494
4.17,435 pages,52.1k
3.74,211 pages,22.6k
3.71,370 pages,2047
3.33,168 pages,0
4.3,278 pages,5439
4.16,432 pages,11.3k
3.8,272 pages,7194
4.27,416 pages,3
3.95,348 pages,3844
4.07,286 pages,29.1k
3.83,398 pages,15.8k
4.03,282 pages,3016
4.16,300 pages,124
4.24,528 pages,25
3.65,182 pages,42
4.11,320 pages,12k
4.24,335 pages,1197
4.34,320 pages,8534
3.95,432 pages,67
3.79,339 pages,90.4k
4.04,432 pages,1927
4.31,644 pages,17.3k
4.21,448 pages,3739
4.13,400 pages,291
3.6,288 pages,39
4.1,224 pages,101
4.03,416 pages,10.1k
3.93,385 pages,2342
3.87,356 pages,802
3.78,376 pages,8
3.64,320 pages,275
3.64,496 pages,602
4.14,308 pages,4838
3.9,336 pages,1345
4.32,431 pages,2856
3.51,160 pages,236
4.44,284 pages,1204
3.1,288 pages,99
3.94,384 pages,9035
4.28,320 pages,3959
3.55,480 pages,2392
3.9,251 pages,2541
4.3,416 pages,1600
4.41,396 pages,4294
4.12,576 pages,58
3.43,168 pages,1914
3.98,250 pages,2195
3.65,352 pages,3045
3.43,272 pages,18
3.88,422 pages,5896
4.12,307 pages,1753
4.12,554 pages,347
3.71,192 pages,1619
4.18,411 pages,1402
3.72,352 pages,3
3.87,400 pages,539
4.63,352 pages,1962
2.9,307 pages,35
3.68,130 pages,75
4.14,437 pages,28.9k
3.86,307 pages,380
4.12,1168 pages,4336
4.14,304 pages,123
4.09,596 pages,24.6k
4.25,448 pages,4604
4.05,579 pages,38.5k
4.09,243 pages,22.4k
3.29,320 pages,book231
3.58,336 pages,795
3.27,205 pages,47
4.0,Mass Market Paperback,721
4.4,120 pages,20
4.08,472 pages,3819
3.65,188 pages,14.6k
3.5,220 pages,6
4.08,391 pages,11.3k
3.89,390 pages,169k
4.75,29 pages,200
3.93,384 pages,31
3.82,299 pages,843
3.85,382 pages,968
3.56,128 pages,1203
3.52,256 pages,1
3.94,443 pages,19.1k
3.24,336 pages,96
4.14,378 pages,48.5k
3.75,278 pages,190
4.37,304 pages,2046
3.73,285 pages,133k
4.32,744 pages,699
3.61,364 pages,2189
3.88,128 pages,746
3.77,348 pages,72
4.06,315 pages,1013
4.28,87 pages,1313
4.18,340 pages,15.2k
3.68,385 pages,12.9k
4.04,380 pages,158
3.83,48 pages,223
3.51,303 pages,349
4.22,193 pages,1946
3.87,292 pages,1578
3.88,286 pages,30k
3.61,672 pages,415
4.25,46 pages,22
4.32,184 pages,book1
4.32,869 pages,4
4.0,111 pages,252
4.02,348 pages,65.3k
3.5,314 pages,280
4.19,480 pages,8662
4.09,227 pages,30k
3.55,352 pages,563
3.76,344 pages,4656
4.02,342 pages,6943
4.24,240 pages,8097
4.13,336 pages,6438
4.1,304 pages,42.3k
3.84,624 pages,14.2k
4.12,402 pages,3737
3.68,344 pages,1301
4.11,264 pages,1831
4.29,383 pages,4
4.33,308 pages,33.5k
4.13,378 pages,14.6k
3.97,339 pages,3849
3.91,236 pages,4252
3.64,342 pages,62.5k
4.06,432 pages,53.7k
3.82,117 pages,2335
4.18,327 pages,433
4.01,292 pages,24.4k
4.05,208 pages,668
4.34,304 pages,book94
3.87,9 pages,84k
3.93,535 pages,229
4.23,530 pages,70k
4.03,314 pages,2
4.27,280 pages,15.1k
3.88,257 pages,3995
3.69,139 pages,2783
3.83,396 pages,7753
3.63,96 pages,2783
4.15,272 pages,361
3.7,316 pages,4345
4.04,87 pages,13
3.73,224 pages,71
3.89,32 pages,4
3.83,308 pages,172
3.94,368 pages,10.3k
4.57,293 pages,193
4.26,277 pages,1801
3.79,341 pages,6624
4.02,326 pages,135
3.86,480 pages,1464
4.09,233 pages,7433
4.01,298 pages,2128
4.04,312 pages,1849
4.09,384 pages,38
3.77,337 pages,22.2k
4.38,400 pages,389
3.82,189 pages,7
3.62,114 pages,3510
4.0,339 pages,522
4.31,560 pages,38.1k
3.52,384 pages,72
3.96,292 pages,2071
3.72,256 pages,136
3.96,402 pages,29.3k
4.03,118 pages,13
4.05,369 pages,14.2k
4.04,299 pages,5841
4.41,187 pages,3742
4.02,390 pages,31.4k
4.31,393 pages,8660
3.78,325 pages,34.1k
4.22,388 pages,10k
4.14,373 pages,20.7k
3.7,199 pages,227
4.15,302 pages,332
3.99,659 pages,8513
3.85,403 pages,book268
4.11,335 pages,490
3.71,328 pages,224
3.35,179 pages,108
3.27,260 pages,9121
3.69,428 pages,4466
3.87,96 pages,116
3.69,400 pages,434
3.61,Kindle Edition,400
4.16,187 pages,2619
3.6,322 pages,45
4.07,205 pages,13.6k
3.94,461 pages,4334
3.94,280 pages,78
4.14,649 pages,3797
3.91,356 pages,37.3k
4.48,308 pages,718
3.88,400 pages,2768
3.86,239 pages,747
4.44,41 pages,23
3.84,368 pages,674
4.32,32 pages,263
3.57,404 pages,25.3k
4.0,333 pages,8876
4.02,32 pages,107
4.53,960 pages,3198
3.99,369 pages,2467
4.27,208 pages,586
3.77,320 pages,164
4.11,432 pages,1514
4.13,243 pages,6780
4.03,248 pages,48
4.55,30 pages,200
3.0,146 pages,0
3.74,272 pages,213
3.8,386 pages,24.8k
3.8,134 pages,82
3.93,42 pages,25
3.84,304 pages,484
3.99,407 pages,51k
3.94,256 pages,227
3.94,558 pages,10k
4.2,Hardcover,109
3.69,192 pages,1053
4.08,288 pages,749
4.11,496 pages,1012
4.52,392 pages,57
4.17,195 pages,219
4.16,316 pages,11.5k
4.02,274 pages,35.8k
3.51,421 pages,890
3.43,493 pages,8718
4.02,228 pages,16.1k
3.55,464 pages,13.2k
4.16,125 pages,6567
4.58,30 pages,8
4.83,64 pages,book6
4.05,290 pages,13.3k
4.01,400 pages,327
4.21,ebook,12k
3.98,336 pages,524
3.83,432 pages,9906
4.02,320 pages,922
4.15,192 pages,0
4.01,276 pages,212
3.93,59 pages,25.1k
3.93,290 pages,225k
4.11,224 pages,1059
3.68,294 pages,2
3.79,242 pages,139
3.59,156 pages,791
4.35,512 pages,3244
3.61,278 pages,22k
4.13,450 pages,1336
4.19,302 pages,14.2k
3.98,464 pages,2533
4.32,412 pages,774
3.22,64 pages,1
3.87,160 pages,1390
3.8,130 pages,340
3.72,232 pages,13.2k
4.31,512 pages,2838
4.02,371 pages,1560
4.15,299 pages,3370
3.77,256 pages,536
4.43,361 pages,7931
4.07,200 pages,101k
4.27,336 pages,199
3.88,295 pages,3374
3.85,244 pages,4317
4.23,336 pages,3455
3.81,352 pages,158
3.86,400 pages,137
3.88,320 pages,94
4.1,373 pages,4695
3.57,298 pages,75
4.15,192 pages,174
3.41,429 pages,7
3.59,305 pages,1153
4.14,220 pages,212
4.14,38 pages,408
4.01,240 pages,200
4.38,288 pages,15
4.38,375 pages,18.2k
3.87,200 pages,2657
4.02,246 pages,108
3.35,298 pages,9
3.59,320 pages,732
4.31,422 pages,9396
4.01,640 pages,319
3.86,370 pages,7778
4.12,369 pages,12.7k
4.09,406 pages,598
3.73,215 pages,54
3.36,328 pages,32
3.79,250 pages,22
3.17,Mass Market Paperback,3
4.19,1139 pages,2729
4.28,Paperback,5694
3.57,333 pages,110k
3.4,416 pages,3593
3.88,288 pages,242
3.51,319 pages,140
4.24,384 pages,27.2k
4.49,514 pages,521
4.11,430 pages,66.4k
3.75,315 pages,111
3.57,352 pages,115
3.62,208 pages,48
3.43,185 pages,111
4.16,371 pages,10.8k
4.4,1167 pages,2373
4.08,32 pages,127
3.95,214 pages,24.8k
4.18,173 pages,3859
4.41,336 pages,16.4k
4.45,304 pages,7
4.05,302 pages,134
3.93,426 pages,11.7k
4.05,480 pages,23.8k
4.28,383 pages,10.6k
4.05,312 pages,598
3.84,320 pages,616
4.07,512 pages,1077
4.05,40 pages,361
4.31,292 pages,28.5k
3.76,290 pages,914
3.78,339 pages,13.5k
3.77,Paperback,33
4.05,272 pages,18.7k
3.59,Paperback,77
4.31,192 pages,165
4.19,530 pages,304
3.98,305 pages,6852
3.87,384 pages,9035
3.78,240 pages,962
3.84,442 pages,6880
3.68,454 pages,1330
4.03,336 pages,3500
3.44,358 pages,7135
4.37,576 pages,13
4.04,32 pages,519
3.88,320 pages,84k
3.7,248 pages,161
3.59,384 pages,1241
3.73,304 pages,10.1k
4.07,603 pages,4443
4.17,284 pages,39
3.7,368 pages,2228
4.26,32 pages,88
3.61,279 pages,352
3.35,270 pages,222
3.32,190 pages,4
4.08,320 pages,4209
3.9,ebook,448
3.27,399 pages,11
4.05,272 pages,268
4.18,251 pages,9112
4.17,210 pages,110k
3.9,318 pages,18.7k
3.83,287 pages,3486
4.09,692 pages,268
4.11,246 pages,1769
3.6,325 pages,128
3.57,96 pages,0
3.98,384 pages,24.8k
4.06,384 pages,2646
3.56,304 pages,127
4.33,421 pages,6273
3.61,304 pages,35
4.1,320 pages,4626
4.13,400 pages,181
3.74,251 pages,378
3.68,354 pages,14.2k
3.75,398 pages,34.4k
3.6,448 pages,40
4.21,310 pages,301
3.17,203 pages,2
3.53,Paperback,49
4.21,395 pages,20.1k
3.85,304 pages,274
3.88,306 pages,2894
4.57,1431 pages,66.2k
4.14,474 pages,51
4.1,2 pages,1376
3.91,458 pages,5459
3.55,575 pages,1860
3.98,241 pages,284
2.9,205 pages,1
3.83,319 pages,13.3k
4.02,368 pages,71
4.25,300 pages,1387
3.68,367 pages,777
3.58,683 pages,9614
3.75,204 pages,book17
2.74,Paperback,43
4.31,40 pages,165
3.92,96 pages,33
3.42,143 pages,59
3.95,320 pages,15.7k
4.01,176 pages,10.8k
3.67,336 pages,1348
3.18,213 pages,4803
3.77,404 pages,2960
3.87,498 pages,3059
4.07,496 pages,3696
3.85,181 pages,452
4.67,487 pages,0
4.06,224 pages,13.4k
3.98,321 pages,6660
4.32,98 pages,168
3.3,259 pages,11.4k
4.03,352 pages,20.7k
3.53,464 pages,8231
3.82,157 pages,42.5k
4.03,40 pages,86
3.77,304 pages,141
4.49,415 pages,3909
3.67,330 pages,7
4.24,1090 pages,841k
4.04,358 pages,2537
3.63,240 pages,book967
4.28,336 pages,book96
4.35,1064 pages,207
4.0,69 pages,370
4.33,162 pages,book
4.03,438 pages,30
3.89,394 pages,book
4.3,40 pages,56
4.38,190 pages,4055
4.19,399 pages,23.9k
3.71,424 pages,3256
4.09,371 pages,3570
4.06,16 pages,303
3.79,393 pages,849
3.83,208 pages,1065
4.1,372 pages,52.5k
4.05,359 pages,10
3.95,308 pages,32.2k
3.98,367 pages,3593
3.91,210 pages,239
4.2,272 pages,8
4.09,423 pages,37.3k
4.12,614 pages,book
4.31,217 pages,2176
3.68,234 pages,1376
4.21,144 pages,13.5k
4.29,379 pages,7971
4.08,628 pages,132k
3.96,94 pages,1997
4.01,40 pages,21.7k
3.59,304 pages,414
3.79,704 pages,15.4k
4.37,32 pages,45.4k
4.46,152 pages,13.5k
4.39,146 pages,30.9k
4.13,352 pages,37
3.6,320 pages,20
3.95,192 pages,5951
3.93,144 pages,20
4.17,Unknown Binding,39
4.48,432 pages,2320
3.73,240 pages,225
4.09,320 pages,1709
3.68,374 pages,31
4.09,640 pages,95
4.12,231 pages,15.3k
3.98,474 pages,132k
3.6,176 pages,1919
4.07,352 pages,29k
3.74,128 pages,566
3.88,453 pages,16k
3.87,432 pages,498
4.13,399 pages,12.1k
3.53,211 pages,73
4.15,205 pages,0
3.85,467 pages,5768
4.33,400 pages,168
4.21,298 pages,2906
4.02,385 pages,703k
3.34,352 pages,722
4.1,,79
4.34,374 pages,1182
3.99,389 pages,15.1k
3.79,512 pages,51
4.17,320 pages,2633
3.67,258 pages,838
4.35,384 pages,7137
4.55,656 pages,12.6k
3.95,361 pages,24
4.14,26 pages,26
4.43,434 pages,49.7k
4.25,499 pages,8430
3.81,554 pages,261
3.83,243 pages,227
3.75,336 pages,142
3.93,291 pages,2125
2.95,504 pages,14
3.99,417 pages,34k
4.45,382 pages,19
2.69,240 pages,113
3.31,288 pages,152
4.24,432 pages,453
3.44,285 pages,9
3.61,417 pages,book1127
3.27,241 pages,17
4.02,352 pages,3696
3.84,464 pages,10.7k
3.9,350 pages,1204
3.82,328 pages,428
3.63,352 pages,709
4.1,344 pages,6796
4.41,396 pages,45.2k
4.35,313 pages,12
3.66,334 pages,2161
4.06,260 pages,5801
3.74,80 pages,24.6k
3.63,288 pages,43
3.01,231 pages,927
4.23,32 pages,79
3.53,352 pages,36.7k
4.03,217 pages,7495
3.87,416 pages,14.1k
4.22,329 pages,7959
3.47,520 pages,book3
3.87,309 pages,90.4k
3.73,348 pages,1294
3.94,292 pages,33.9k
4.17,640 pages,3762
4.0,576 pages,16.4k
4.02,384 pages,29.1k
3.65,333 pages,36.2k
3.82,281 pages,1089
3.38,394 pages,257
4.0,512 pages,6
3.46,325 pages,262
3.8,384 pages,14.1k
3.62,176 pages,672
4.13,324 pages,685
4.03,160 pages,7036
4.2,304 pages,21
3.87,136 pages,50
4.1,350 pages,32.2k
3.72,381 pages,12k
3.92,257 pages,281
3.77,189 pages,10
2.76,304 pages,531
3.38,464 pages,16.4k
4.09,416 pages,17.6k
3.55,558 pages,22
3.88,448 pages,116
3.56,187 pages,256
4.22,432 pages,83.8k
4.26,271 pages,8409
4.05,563 pages,1015
3.75,195 pages,2
4.04,592 pages,3170
3.98,568 pages,60
3.95,345 pages,6485
4.21,198 pages,5266
4.32,469 pages,19.5k
4.34,366 pages,5879
4.04,Hardcover,6
4.02,324 pages,1341
3.96,618 pages,6225
4.16,386 pages,753
4.54,32 pages,1
4.31,32 pages,book
3.46,221 pages,0
3.82,288 pages,1035
3.9,152 pages,5454
3.63,224 pages,266
3.97,Hardcover,6143
3.72,272 pages,185
4.24,40 pages,1454
3.67,240 pages,42
3.68,278 pages,1148
4.1,188 pages,1102
2.0,161 pages,0
3.73,336 pages,35.8k
3.99,384 pages,389
4.25,448 pages,1041
4.22,592 pages,2095
3.72,264 pages,2406
3.79,187 pages,4048
3.88,88 pages,176k
4.12,432 pages,1137
4.08,215 pages,658
3.74,210 pages,83
3.77,464 pages,61
4.05,ebook,1435
4.06,324 pages,6753
4.47,816 pages,15.3k
4.0,264 pages,1
4.05,ebook,1196
4.04,372 pages,3095
3.76,320 pages,19
3.93,208 pages,109
3.37,325 pages,395
4.43,266 pages,7
4.41,338 pages,389
4.14,384 pages,6853
3.85,284 pages,773
3.94,548 pages,15.2k
4.07,411 pages,27.2k
4.02,352 pages,1408
3.93,354 pages,2058
4.36,380 pages,389
4.19,320 pages,505
3.97,352 pages,10.1k
3.95,339 pages,book805
3.86,455 pages,333
4.0,379 pages,3456
3.94,349 pages,160
3.97,163 pages,36
3.83,340 pages,629
4.22,280 pages,15.1k
3.96,304 pages,82
4.28,330 pages,7773
4.17,384 pages,12.1k
4.25,433 pages,10.1k
4.49,464 pages,5511
3.01,582 pages,109
4.09,278 pages,2502
3.79,292 pages,234
3.41,Hardcover,48
4.2,186 pages,3880
3.69,304 pages,425
4.07,384 pages,2167
4.0,324 pages,3674
4.33,162 pages,677
3.71,281 pages,583
4.02,480 pages,24.6k
4.34,364 pages,225
3.89,352 pages,3182
4.21,32 pages,314
3.8,518 pages,220
3.83,400 pages,25.1k
3.88,378 pages,6624
3.74,227 pages,583
3.78,562 pages,9112
3.84,202 pages,2129
4.1,32 pages,91
3.7,512 pages,250
4.11,60 pages,23
4.35,302 pages,3388
3.79,224 pages,8756
4.19,116 pages,1
3.98,Mass Market Paperback,2163
3.82,45 pages,20
4.22,192 pages,74
3.68,290 pages,48
4.21,145 pages,2906
3.64,387 pages,2500
3.0,122 pages,73
4.17,176 pages,44
3.7,208 pages,116
3.94,480 pages,1013
4.2,321 pages,389
3.74,336 pages,169
4.56,244 pages,5
3.72,780 pages,4334
3.9,Paperback,160
4.52,224 pages,19
4.35,385 pages,5897
4.03,ebook,2709
4.09,384 pages,42k
3.67,253 pages,14
3.62,400 pages,4615
3.62,278 pages,858
4.53,395 pages,594
4.33,300 pages,5
3.93,552 pages,1571
3.71,404 pages,13.2k
3.83,610 pages,5026
4.31,468 pages,56.5k
3.95,300 pages,4228
3.99,340 pages,6753
3.78,400 pages,658
4.23,305 pages,3474
4.2,477 pages,14.5k
3.5,160 pages,62
4.15,277 pages,283
4.14,83 pages,3
4.13,193 pages,17
3.48,211 pages,858
3.83,289 pages,2866
3.94,512 pages,358
3.85,328 pages,1074
3.67,224 pages,2
4.01,279 pages,8456
3.79,208 pages,965
3.84,1 pages,18
3.93,544 pages,34k
4.0,312 pages,3127
4.21,464 pages,1633
3.88,368 pages,28
3.57,256 pages,886
4.04,490 pages,4168
3.87,236 pages,7
3.8,307 pages,9487
3.49,352 pages,book190
3.96,132 pages,267
3.78,250 pages,19
4.36,480 pages,80.1k
3.65,320 pages,23.8k
4.21,32 pages,395
3.8,528 pages,4380
3.59,224 pages,154
3.74,400 pages,2848
4.22,291 pages,7228
4.24,568 pages,8164
3.73,240 pages,5557
3.95,234 pages,33.4k
3.98,315 pages,16k
3.48,145 pages,9610
3.77,456 pages,203
3.92,358 pages,31.5k
3.79,400 pages,139
3.48,221 pages,52.5k
3.24,292 pages,2229
3.94,390 pages,3321
4.34,62 pages,3012
4.23,273 pages,1191
3.56,307 pages,3880
3.83,282 pages,15.4k
3.84,320 pages,1327
4.09,390 pages,2786
3.63,416 pages,242
4.48,198 pages,2579
4.12,292 pages,7168
4.91,225 pages,88
4.05,356 pages,10.8k
3.94,301 pages,4743
3.95,368 pages,2200
3.74,356 pages,5976
4.02,214 pages,1127
3.84,335 pages,41.1k
4.2,574 pages,3172
4.06,373 pages,371
4.18,324 pages,52.5k
4.08,Audio CD,11.9k
3.94,368 pages,363
3.61,384 pages,1756
3.53,296 pages,11
3.85,304 pages,34.4k
3.72,261 pages,book46
4.11,416 pages,2350
4.0,223 pages,1
3.72,77 pages,14.5k
3.66,357 pages,611
3.79,307 pages,77.4k
4.16,375 pages,2240
4.03,464 pages,11
3.31,352 pages,44
3.68,40 pages,1317
4.01,288 pages,52.5k
3.62,396 pages,15.2k
4.05,778 pages,269k
4.52,338 pages,1
3.81,253 pages,18.7k
3.4,250 pages,227
4.24,350 pages,1955
3.85,562 pages,17.6k
4.26,149 pages,4289
4.09,372 pages,2468
4.4,208 pages,694
4.19,389 pages,17.5k
3.63,352 pages,2
4.0,320 pages,1473
4.07,416 pages,6879
4.41,184 pages,4075
4.32,400 pages,8029
3.8,309 pages,540
4.51,479 pages,17.3k
3.57,192 pages,174
3.91,185 pages,2129
3.88,359 pages,60
